release_year,genres
2015,"['Action', 'Indie', 'Racing', 'Sports']"
2015,"['Action', 'Indie', 'Racing', 'Sports']"
2015,"['Indie', 'Strategy']"
2015,"['Action', 'Indie']"
2015,"['Action', 'Indie']"
2015,"['Action', 'Casual', 'Indie', 'Strategy']"
2015,"['Action', 'Adventure', 'Indie']"
2015,"['Action', 'Adventure', 'Indie', 'RPG']"
2015,['Simulation']
2015,"['Indie', 'RPG', 'Strategy']"
2015,"['Indie', 'RPG', 'Strategy']"
2015,"['Action', 'Adventure', 'Indie', 'Strategy']"
2015,"['Indie', 'RPG', 'Strategy']"
2015,"['Racing', 'Simulation']"
2015,"['Adventure', 'Indie']"
2015,"['Simulation', 'Strategy']"
2015,['Indie']
2015,"['Action', 'Indie', 'RPG', 'Strategy', 'Early Access']"
2015,"['Casual', 'Indie']"
2015,"['Casual', 'Indie']"
2015,"['Casual', 'Indie', 'Simulation']"
2015,"['Indie', 'Strategy']"
2015,"['Action', 'Strategy']"
2015,"['Action', 'Free to Play', 'Indie']"
2015,"['Action', 'RPG']"
2015,"['Action', 'Adventure']"
2015,"['Action', 'Indie']"
2015,['Strategy']
2015,"['Action', 'Indie']"
2015,"['Casual', 'Simulation']"
2015,"['Casual', 'Simulation']"
2015,"['Casual', 'Simulation']"
2015,"['Casual', 'Simulation']"
2015,['Casual']
2015,['Casual']
2015,"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy']"
2015,"['Casual', 'Simulation']"
2015,['Strategy']
2015,"['Indie', 'Simulation']"
2015,"['Racing', 'Simulation']"
2015,"['Adventure', 'Casual', 'Indie', 'Sports']"
2015,"['Action', 'Adventure', 'Indie', 'Strategy', 'Early Access']"
2015,"['Adventure', 'Indie', 'RPG']"
2015,"['Action', 'Indie']"
2010,"['Free to Play', 'Simulation', 'Strategy']"
2015,['Indie']
2012,"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']"
2015,"['Action', 'Indie', 'RPG']"
2015,"['Action', 'Casual', 'Indie']"
2015,"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation']"
2015,['Action']
2015,"['Adventure', 'Indie']"
2015,"['Indie', 'Strategy']"
2015,"['Casual', 'Free to Play', 'Indie', 'Simulation']"
2015,"['Action', 'Free to Play', 'Indie', 'Massively Multiplayer']"
2015,"['Action', 'Free to Play', 'Indie', 'Massively Multiplayer', 'Simulation']"
2015,"['Action', 'Free to Play', 'Indie', 'Massively Multiplayer', 'Simulation']"
2015,"['Action', 'Free to Play', 'Indie', 'Massively Multiplayer', 'Simulation']"
2015,"['Action', 'Free to Play', 'Indie', 'Massively Multiplayer', 'Simulation']"
2015,['Animation &amp; Modeling']
2015,"['Casual', 'Indie', 'Simulation', 'Sports', 'Strategy']"
2015,"['Action', 'Indie']"
2015,"['Casual', 'Indie', 'Simulation', 'Sports', 'Strategy']"
2015,"['Casual', 'Free to Play', 'Indie', 'Simulation']"
2015,"['Adventure', 'Indie', 'RPG']"
2015,"['Audio Production', 'Utilities', 'Video Production']"
2015,"['Audio Production', 'Utilities', 'Video Production']"
2015,"['Audio Production', 'Utilities', 'Video Production']"
2015,"['Action', 'Casual', 'Free to Play', 'Indie']"
2015,"['Audio Production', 'Utilities']"
2015,"['Action', 'Adventure', 'Indie']"
2014,"['Adventure', 'Casual', 'Indie', 'Simulation', 'Strategy']"
2015,['Indie']
2015,"['Action', 'Indie']"
2015,"['Indie', 'RPG']"
2015,"['Casual', 'Indie', 'Strategy']"
2015,"['Indie', 'Strategy']"
2015,"['Action', 'Adventure', 'Indie', 'RPG']"
2015,"['Action', 'Adventure', 'Casual', 'Indie', 'Early Access']"
2015,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']"
2014,"['Action', 'Indie']"
2014,"['Action', 'Indie']"
2015,"['Action', 'Adventure', 'Indie']"
2007,['RPG']
2009,['Adventure']
2015,['Strategy']
2007,"['Action', 'Free to Play', 'Indie']"
2015,"['Action', 'Adventure', 'Indie']"
2015,"['Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy']"
2011,"['Adventure', 'Casual', 'Indie']"
2015,"['Action', 'Adventure', 'Casual', 'Indie']"
2015,"['Adventure', 'Indie']"
2015,"['Action', 'Adventure', 'Indie', 'Early Access']"
2015,"['Action', 'Adventure', 'Indie']"
2015,"['Casual', 'Simulation']"
2015,"['Action', 'Indie', 'RPG', 'Early Access']"
2015,"['Action', 'Casual', 'Indie']"
2004,"['Action', 'Adventure', 'Indie', 'RPG']"
2015,"['Action', 'Indie', 'Racing']"
2015,"['Action', 'Casual', 'Indie']"
2015,"['Action', 'Casual', 'Indie']"
2015,"['Casual', 'Indie', 'Strategy']"
2015,"['Free to Play', 'Indie', 'Massively Multiplayer', 'Strategy']"
2015,"['Casual', 'Indie', 'Simulation', 'Strategy']"
2015,"['Action', 'Free to Play', 'Indie']"
2015,"['Action', 'Free to Play', 'Indie', 'Massively Multiplayer', 'Sports']"
2015,"['Adventure', 'Indie']"
2015,"['Racing', 'Simulation', 'Sports']"
2014,"['Free to Play', 'RPG']"
2015,"['Action', 'Adventure', 'Indie']"
2015,"['Action', 'Adventure', 'Indie', 'RPG']"
2015,"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation']"
2015,"['Indie', 'Simulation', 'Strategy']"
2015,['Simulation']
2015,"['Adventure', 'Indie', 'Massively Multiplayer', 'RPG']"
2015,"['Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy']"
2013,"['Adventure', 'Casual', 'Indie']"
2015,"['Adventure', 'Indie', 'RPG', 'Simulation']"
2015,"['Action', 'RPG']"
2015,['Casual']
2015,"['Adventure', 'Indie']"
2015,"['Action', 'Adventure', 'Indie']"
2015,"['Indie', 'Simulation', 'Strategy']"
2015,"['Action', 'Indie', 'Strategy']"
2015,['Action']
2011,"['Adventure', 'Casual']"
2015,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy', 'Early Access']"
2015,"['Casual', 'Simulation']"
2015,"['Action', 'Indie', 'RPG']"
2015,"['Action', 'Indie']"
2015,['Strategy']
2015,"['Action', 'Indie']"
2013,"['Adventure', 'Free to Play']"
2015,['Sports']
2015,"['Action', 'Adventure', 'Indie']"
2015,"['Action', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG']"
2015,['Action']
2015,"['Action', 'Adventure']"
2015,"['Action', 'Indie']"
2015,"['Adventure', 'Free to Play']"
2015,"['Action', 'Adventure', 'Indie', 'RPG']"
2014,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']"
2015,"['Casual', 'Indie', 'Simulation', 'Strategy']"
2015,"['Action', 'Adventure', 'Indie']"
2015,['Strategy']
2015,"['Action', 'Adventure']"
2015,['Strategy']
2015,['Strategy']
2015,['Strategy']
2015,['Strategy']
2015,['Strategy']
2015,['Strategy']
2015,['Strategy']
2015,['Strategy']
2015,"['Action', 'Adventure', 'Indie', 'Strategy']"
2015,['Strategy']
2015,"['Action', 'Indie']"
2015,"['Adventure', 'Free to Play', 'Indie']"
2015,['Action']
2015,"['Adventure', 'Casual', 'Free to Play', 'Indie']"
2015,"['Adventure', 'Indie', 'RPG', 'Strategy']"
2015,"['Indie', 'Strategy']"
2015,"['Action', 'Adventure', 'Indie']"
2015,"['Action', 'Adventure', 'Indie', 'RPG']"
2015,"['Action', 'Free to Play']"
2015,"['Action', 'Free to Play']"
2015,"['Action', 'Indie']"
2015,['Action']
2015,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Simulation']"
2015,"['Adventure', 'Indie']"
2015,"['Casual', 'Simulation']"
2015,"['Casual', 'Simulation']"
2015,"['Adventure', 'Indie']"
2015,"['Action', 'Free to Play', 'Massively Multiplayer', 'Simulation']"
2015,"['Action', 'Free to Play', 'Massively Multiplayer', 'Simulation']"
2015,"['Action', 'Indie', 'Racing', 'Simulation']"
2015,"['Adventure', 'Free to Play']"
2006,['Utilities']
2015,"['RPG', 'Strategy']"
2015,"['Casual', 'Indie', 'Racing']"
2015,"['RPG', 'Simulation', 'Strategy']"
2015,"['Adventure', 'Indie']"
2015,"['Indie', 'Strategy']"
2015,"['Action', 'RPG']"
2008,['Casual']
2007,"['Action', 'Simulation', 'Sports']"
2015,"['Action', 'Adventure']"
2015,"['Adventure', 'Casual']"
2015,"['Action', 'Indie']"
2015,"['Indie', 'Simulation', 'Strategy']"
2015,"['Adventure', 'Indie', 'RPG']"
2014,"['Adventure', 'Indie']"
2015,"['Action', 'Adventure', 'Indie']"
2015,"['Indie', 'RPG']"
2015,['Strategy']
2015,"['Indie', 'RPG']"
2015,"['Casual', 'Indie', 'Strategy']"
2015,"['Action', 'Indie']"
2015,"['Action', 'Indie']"
2015,"['Action', 'Adventure', 'Indie', 'RPG']"
2015,"['Casual', 'Simulation']"
2015,"['Action', 'Indie']"
2015,"['Casual', 'Simulation']"
2015,"['Action', 'Casual', 'Indie']"
2015,"['Casual', 'Simulation']"
2015,"['Casual', 'Simulation']"
2015,"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation', 'Strategy']"
2015,"['Indie', 'Strategy']"
2015,"['Casual', 'Indie']"
2015,"['Casual', 'Indie']"
2015,"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']"
2015,"['Casual', 'Indie']"
2015,"['Casual', 'Indie', 'Simulation', 'Strategy']"
2015,"['Indie', 'RPG', 'Simulation', 'Strategy']"
2015,"['Action', 'Indie', 'RPG']"
2015,['Adventure']
1998,['Racing']
2015,"['Indie', 'Strategy']"
2015,"['Action', 'Indie', 'Simulation']"
2015,"['Action', 'Adventure', 'Indie']"
2015,['Adventure']
2015,"['Action', 'Adventure', 'Indie', 'Simulation']"
2015,"['Casual', 'Indie']"
2015,['Strategy']
2000,"['Indie', 'Simulation']"
2009,['Simulation']
2015,"['Indie', 'Simulation', 'Strategy', 'Early Access']"
2015,['Indie']
2015,"['Action', 'Adventure', 'Indie', 'RPG']"
2015,"['Adventure', 'Indie']"
2015,"['Action', 'Indie']"
2015,"['Adventure', 'Indie']"
2015,"['Adventure', 'Indie']"
2015,"['Action', 'Indie']"
2015,"['Casual', 'Strategy']"
2015,"['Action', 'Adventure', 'Indie']"
2015,"['Action', 'Adventure', 'Indie']"
2015,"['Free to Play', 'Massively Multiplayer']"
2015,"['Action', 'Adventure', 'Indie']"
2015,"['Action', 'Indie']"
2015,"['Indie', 'Sports']"
2015,"['Action', 'Adventure', 'Indie', 'Simulation', 'Early Access']"
2015,"['Action', 'Indie']"
2015,"['Indie', 'Sports']"
2015,['Adventure']
2015,"['Indie', 'RPG', 'Simulation', 'Strategy', 'Early Access']"
2015,"['Action', 'Casual', 'Indie']"
2015,"['Animation &amp; Modeling', 'Design &amp; Illustration', 'Web Publishing']"
2015,"['Casual', 'Simulation']"
2015,"['Casual', 'Simulation']"
2015,"['Casual', 'Indie']"
2015,"['Casual', 'Indie']"
2015,"['Action', 'Indie', 'RPG']"
2015,"['Action', 'Indie', 'RPG', 'Strategy']"
2015,"['Indie', 'Simulation', 'Early Access']"
2015,"['Casual', 'RPG']"
2015,"['Action', 'Indie', 'RPG']"
2015,['Adventure']
2015,['Strategy']
2015,"['Action', 'Indie', 'RPG', 'Strategy']"
2015,"['Adventure', 'Indie', 'Strategy', 'Early Access']"
2015,"['Action', 'Adventure', 'Indie']"
2015,['Indie']
2015,"['Adventure', 'Casual']"
2015,"['Adventure', 'Indie']"
2015,"['Action', 'Indie']"
2015,"['Casual', 'Indie', 'Simulation']"
2015,"['Casual', 'Indie', 'RPG', 'Strategy']"
2015,"['Action', 'Adventure', 'Indie', 'Strategy']"
2015,"['Animation &amp; Modeling', 'Design &amp; Illustration']"
2015,"['Adventure', 'Casual', 'Free to Play']"
2015,"['Adventure', 'Indie']"
2015,"['Action', 'Free to Play', 'Indie', 'Massively Multiplayer']"
2015,['Casual']
2015,"['Action', 'Indie']"
2015,"['Adventure', 'Indie']"
2015,"['Indie', 'Simulation', 'Strategy']"
2015,"['Casual', 'Indie']"
2015,"['Action', 'Casual', 'Indie', 'Strategy']"
2015,"['Action', 'Indie', 'Simulation']"
2015,"['Action', 'Indie']"
2015,"['Adventure', 'Indie']"
2015,"['Action', 'Casual', 'Indie']"
2015,"['Free to Play', 'Indie', 'Massively Multiplayer', 'Strategy']"
2015,"['Action', 'Adventure', 'Indie']"
2015,"['Action', 'Adventure', 'Indie']"
2015,"['RPG', 'Strategy']"
2015,"['Action', 'Casual', 'Indie', 'Racing']"
2015,"['Action', 'Adventure']"
2015,['Simulation']
2015,['Simulation']
2015,"['Casual', 'Indie']"
2015,"['Casual', 'Simulation']"
2015,"['Action', 'Indie', 'Racing']"
2015,"['Casual', 'Simulation']"
2015,"['Casual', 'Simulation']"
2015,"['Adventure', 'Indie']"
2015,"['Action', 'Adventure', 'Indie', 'Early Access']"
2010,"['Adventure', 'Casual', 'Indie', 'Simulation']"
2015,"['Indie', 'Simulation']"
2015,"['Adventure', 'RPG', 'Simulation', 'Strategy']"
2015,['Indie']
2015,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']"
2015,"['Adventure', 'Casual', 'Indie', 'Simulation']"
2015,"['Action', 'Indie', 'Simulation', 'Strategy']"
2015,"['Indie', 'Strategy']"
1993,"['Action', 'Adventure']"
2015,['Action']
2015,['Action']
2015,['Action']
2015,"['Adventure', 'Indie']"
2015,['Action']
2015,['Action']
2012,"['Action', 'Indie']"
2015,"['Action', 'Adventure', 'Indie']"
2007,"['Audio Production', 'Design &amp; Illustration', 'Photo Editing', 'Utilities', 'Video Production', 'Web Publishing']"
2015,"['Indie', 'Simulation']"
2015,"['Adventure', 'Indie']"
2015,"['Action', 'Adventure']"
2015,"['Action', 'Adventure']"
2015,"['Casual', 'Indie', 'Simulation', 'Strategy']"
2015,['Casual']
2015,"['Adventure', 'Indie', 'RPG', 'Simulation', 'Early Access']"
2015,"['Action', 'Indie', 'Early Access']"
2015,"['Action', 'Indie', 'RPG']"
2015,"['Adventure', 'Indie']"
2015,"['Design &amp; Illustration', 'Education', 'Utilities']"
2015,"['Action', 'Casual', 'Indie']"
2015,['Racing']
2015,"['Action', 'Casual', 'Indie']"
2015,"['Indie', 'Simulation', 'Strategy']"
2015,"['RPG', 'Strategy']"
2015,"['Action', 'Indie']"
2015,"['Casual', 'Simulation']"
2015,"['Casual', 'Simulation']"
2015,"['Casual', 'Simulation']"
2015,"['Animation &amp; Modeling', 'Utilities']"
2015,"['Casual', 'Simulation']"
2014,['Software Training']
2016,"['Action', 'Casual', 'Indie']"
2014,['Casual']
2015,['Simulation']
2015,['Simulation']
2015,['Simulation']
2015,"['Adventure', 'Casual', 'Free to Play', 'Indie']"
2015,"['Adventure', 'Casual', 'Free to Play', 'Indie']"
2015,"['Free to Play', 'Sports', 'Strategy']"
2015,"['Adventure', 'Indie']"
2015,['Indie']
2015,"['Casual', 'Indie']"
2015,"['Action', 'Adventure', 'Casual', 'Indie', 'Racing']"
2015,"['Action', 'Indie', 'Strategy']"
1995,"['Action', 'Racing', 'Sports']"
1996,"['Action', 'Adventure']"
2015,"['Action', 'Adventure', 'Indie', 'Racing']"
2015,"['Adventure', 'Indie', 'RPG']"
2015,"['Action', 'Casual', 'Indie']"
2015,['Indie']
2015,"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']"
2015,"['Casual', 'Simulation']"
2015,"['Action', 'Indie', 'RPG']"
2015,['Casual']
2015,"['Action', 'Indie']"
2015,['Adventure']
2015,"['Casual', 'Indie']"
2015,['Action']
2014,"['Adventure', 'RPG']"
2015,"['Action', 'Adventure', 'Indie']"
2015,['Strategy']
2015,"['Action', 'Adventure', 'Indie']"
2015,"['Action', 'Adventure', 'Indie']"
2015,"['Action', 'Adventure', 'Casual', 'Indie']"
2015,"['Adventure', 'Casual', 'Simulation']"
2015,"['Action', 'Adventure', 'Casual', 'Indie']"
2015,"['Action', 'Indie', 'RPG']"
2015,"['Action', 'Free to Play', 'Simulation', 'Strategy']"
2015,"['Action', 'Adventure', 'Indie']"
2015,"['Action', 'Adventure', 'RPG', 'Strategy']"
2015,"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']"
2015,['Adventure']
2015,"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG', 'Early Access']"
2016,"['Action', 'Indie', 'RPG']"
2015,"['Action', 'Adventure', 'Indie']"
2015,['Audio Production']
2015,"['Adventure', 'Casual', 'Simulation', 'Strategy']"
2015,"['Simulation', 'Strategy']"
2015,"['Adventure', 'Casual', 'Simulation', 'Strategy']"
2015,['Simulation']
2015,['RPG']
2015,['RPG']
2015,"['Action', 'Adventure', 'Indie', 'RPG']"
2015,"['Action', 'Adventure']"
2015,"['Action', 'Adventure']"
2015,"['Action', 'Adventure']"
2015,"['Action', 'Adventure']"
2015,"['Indie', 'Early Access']"
2015,"['Action', 'Indie', 'Racing', 'Sports']"
2015,"['Adventure', 'Simulation']"
2015,"['Action', 'Adventure', 'Indie', 'RPG']"
2015,"['Action', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']"
2015,"['Adventure', 'Casual', 'Simulation', 'Strategy']"
2015,"['Adventure', 'Casual', 'Indie', 'Simulation']"
2015,['Simulation']
2015,"['Indie', 'Simulation', 'Strategy']"
2015,"['Adventure', 'Casual']"
2015,"['Action', 'Adventure']"
2015,"['Action', 'Indie', 'Early Access']"
2015,"['Adventure', 'Indie', 'RPG']"
2015,"['Indie', 'Simulation', 'Strategy']"
2015,['Indie']
2015,['Casual']
2015,"['Adventure', 'Indie']"
2015,"['Action', 'Indie', 'Early Access']"
2015,"['Audio Production', 'Utilities', 'Video Production']"
2015,"['Audio Production', 'Utilities']"
2015,"['Indie', 'Simulation']"
2015,"['Audio Production', 'Utilities']"
2015,"['Audio Production', 'Utilities', 'Video Production']"
2015,"['Casual', 'Indie', 'Simulation', 'Strategy']"
2015,"['Animation &amp; Modeling', 'Video Production']"
2015,"['Action', 'Indie']"
2015,"['Simulation', 'Strategy']"
2015,"['Casual', 'Indie']"
2015,"['Adventure', 'Casual', 'Indie']"
2015,"['Adventure', 'Casual', 'Indie']"
2015,['Simulation']
2015,['Simulation']
2015,['Action']
2015,"['Free to Play', 'Massively Multiplayer']"
2015,"['Indie', 'Racing', 'Early Access']"
2015,"['Action', 'Adventure', 'Indie']"
2015,"['Adventure', 'Indie', 'Simulation', 'Strategy']"
2014,"['Action', 'Casual', 'Free to Play', 'Indie']"
2015,"['Indie', 'Simulation', 'Early Access']"
2015,"['Action', 'Indie']"
2015,"['Action', 'Indie']"
2015,"['Adventure', 'Indie']"
2015,"['Action', 'Casual', 'Indie']"
2015,['Adventure']
2015,"['Adventure', 'Indie']"
2015,['Simulation']
2015,"['Adventure', 'Indie', 'RPG', 'Strategy']"
2015,"['Action', 'Indie']"
2015,"['Casual', 'Simulation']"
2015,"['Casual', 'Simulation']"
2015,"['Casual', 'Simulation']"
2015,"['Casual', 'Simulation']"
2015,"['Casual', 'Simulation']"
2015,['RPG']
2015,['RPG']
2015,"['Animation &amp; Modeling', 'Video Production']"
2015,"['Action', 'Adventure', 'Indie']"
2015,['Action']
2015,['Action']
2015,['Action']
2015,['Action']
2015,['Action']
2015,['Action']
2015,['Action']
2015,"['Racing', 'Simulation', 'Sports']"
2015,['Action']
2015,['Action']
2015,"['Action', 'Free to Play', 'Indie']"
2015,['Action']
2011,"['Casual', 'Simulation', 'Strategy']"
2015,"['Action', 'Adventure']"
2015,"['Action', 'Adventure']"
2015,"['Action', 'Adventure']"
2015,"['Action', 'Adventure']"
2015,"['Action', 'Adventure']"
2015,"['Action', 'Adventure']"
2015,"['Action', 'Adventure']"
2015,"['Action', 'Adventure']"
2015,"['Action', 'Adventure']"
2015,"['Action', 'Adventure']"
2015,"['Action', 'Adventure']"
2015,"['Adventure', 'Indie']"
2015,"['Adventure', 'Indie']"
2015,"['Adventure', 'Casual']"
2015,"['RPG', 'Simulation', 'Strategy']"
2015,"['Adventure', 'Indie']"
2013,['Simulation']
2015,"['Action', 'Casual', 'Indie', 'Strategy']"
2015,"['Adventure', 'Indie']"
2015,"['Adventure', 'Indie']"
2015,['Strategy']
2015,"['Action', 'Indie']"
2015,"['Adventure', 'Indie']"
2015,"['Action', 'Indie']"
2015,"['Action', 'Casual', 'Indie', 'Simulation']"
2015,"['Action', 'Indie']"
2015,"['Adventure', 'Indie']"
2015,"['Adventure', 'Indie']"
2015,['Simulation']
2015,"['Action', 'Adventure', 'Indie', 'RPG']"
2015,"['Action', 'Adventure', 'Indie', 'RPG']"
2015,"['Adventure', 'Indie']"
2015,['Simulation']
2015,"['Action', 'Indie', 'Early Access']"
2015,"['Indie', 'RPG', 'Strategy']"
2015,"['Action', 'Adventure', 'Indie', 'RPG']"
2015,"['Indie', 'RPG', 'Strategy']"
2015,"['Indie', 'RPG', 'Strategy']"
2013,['Simulation']
2013,['Simulation']
2013,['Simulation']
2013,['Simulation']
2013,['Simulation']
2013,['Simulation']
2015,"['Action', 'Indie']"
2013,['Simulation']
2015,"['Animation &amp; Modeling', 'Design &amp; Illustration', 'Education', 'Software Training', 'Utilities']"
2015,"['Animation &amp; Modeling', 'Design &amp; Illustration', 'Education', 'Software Training', 'Utilities']"
2015,"['Animation &amp; Modeling', 'Design &amp; Illustration', 'Education', 'Software Training', 'Utilities']"
2015,"['Action', 'Adventure', 'Free to Play', 'RPG', 'Simulation']"
2015,"['Animation &amp; Modeling', 'Design &amp; Illustration', 'Education', 'Software Training', 'Utilities']"
2015,"['Action', 'Adventure', 'Free to Play', 'RPG', 'Simulation']"
2015,"['Action', 'Adventure']"
2015,"['Action', 'Casual', 'Indie', 'Sports']"
2016,"['Casual', 'Indie']"
2015,"['Action', 'Indie', 'Strategy']"
2015,"['Simulation', 'Sports']"
2015,"['Adventure', 'Indie', 'Simulation', 'Strategy']"
2015,"['Indie', 'RPG', 'Strategy']"
2015,"['Adventure', 'Casual', 'Simulation']"
2015,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Simulation']"
2015,"['Indie', 'Simulation', 'Strategy', 'Early Access']"
2015,"['Simulation', 'Strategy']"
2015,['Indie']
2015,"['Simulation', 'Strategy']"
2015,"['Action', 'Casual', 'Indie', 'RPG']"
2015,"['Casual', 'Indie', 'RPG', 'Strategy']"
2015,"['Casual', 'Free to Play', 'Indie', 'RPG', 'Simulation', 'Strategy']"
2015,"['Design &amp; Illustration', 'Photo Editing', 'Utilities']"
2015,"['Indie', 'Strategy']"
2015,"['Design &amp; Illustration', 'Photo Editing', 'Utilities']"
2015,"['Design &amp; Illustration', 'Photo Editing', 'Utilities']"
2015,"['Design &amp; Illustration', 'Photo Editing', 'Utilities']"
2015,"['Design &amp; Illustration', 'Photo Editing', 'Utilities']"
2015,"['Design &amp; Illustration', 'Photo Editing', 'Utilities']"
2015,"['Design &amp; Illustration', 'Photo Editing', 'Utilities']"
2015,"['Action', 'Casual', 'Indie', 'Simulation', 'Sports', 'Early Access']"
2015,"['Casual', 'Indie', 'Massively Multiplayer', 'Strategy']"
2015,['Simulation']
2015,"['Action', 'Casual', 'Indie']"
2015,"['Indie', 'Strategy']"
2015,"['Action', 'Adventure', 'Casual', 'Indie']"
2015,"['Action', 'Indie']"
2015,['Simulation']
2015,"['Action', 'Adventure', 'Indie', 'Simulation']"
2015,"['Action', 'Indie', 'RPG', 'Strategy', 'Early Access']"
2015,"['Action', 'Casual', 'Indie']"
2015,['Action']
2015,['Action']
2015,"['Action', 'Adventure']"
2015,"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy', 'Early Access']"
2015,"['Action', 'Adventure', 'Indie', 'RPG']"
2015,['Simulation']
2015,"['Adventure', 'Indie']"
2015,"['Indie', 'RPG', 'Strategy']"
2015,"['Action', 'Adventure', 'Indie', 'RPG']"
2015,"['Action', 'Adventure']"
2015,['Indie']
2015,"['Free to Play', 'Strategy']"
2015,"['Free to Play', 'Strategy']"
2015,"['Free to Play', 'Strategy']"
2015,"['Casual', 'Strategy']"
2015,"['Free to Play', 'Strategy']"
2015,"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']"
2015,"['Free to Play', 'Strategy']"
2015,"['Action', 'Casual', 'Strategy']"
2015,"['Action', 'Adventure', 'Indie', 'Early Access']"
2015,"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation']"
2015,"['Action', 'Indie', 'RPG', 'Early Access']"
2015,['Simulation']
2015,"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']"
2015,"['Casual', 'Simulation']"
2015,"['Casual', 'Simulation']"
2015,"['Casual', 'Simulation']"
2015,"['Casual', 'Simulation']"
2015,"['Casual', 'Simulation']"
2015,"['Action', 'Adventure', 'Indie']"
2015,"['Casual', 'Simulation']"
2015,"['Indie', 'Simulation', 'Strategy']"
2015,"['Casual', 'Indie', 'Strategy']"
2015,"['Action', 'Adventure', 'Indie']"
2015,"['Adventure', 'Indie']"
2015,"['Action', 'Indie']"
2015,"['Adventure', 'Casual']"
2015,"['Action', 'Adventure', 'Casual', 'Indie']"
2015,"['Indie', 'RPG', 'Strategy']"
2015,"['Casual', 'Indie']"
2015,"['Action', 'Adventure', 'Indie']"
2015,"['Indie', 'RPG', 'Strategy']"
2015,"['Action', 'Indie', 'Simulation', 'Strategy']"
2015,"['Action', 'Indie', 'Racing']"
2015,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Early Access']"
2015,"['Action', 'Indie']"
2015,"['Casual', 'Indie', 'Strategy']"
2015,"['Free to Play', 'Massively Multiplayer', 'Strategy']"
2015,"['Free to Play', 'Massively Multiplayer', 'Strategy']"
2015,['Simulation']
2015,['Action']
2015,"['Indie', 'Strategy']"
2015,"['Action', 'Indie', 'RPG', 'Simulation']"
2015,"['Casual', 'Indie', 'Simulation', 'Strategy']"
2015,"['Action', 'Indie']"
2015,"['Action', 'Indie']"
2015,"['Action', 'Indie']"
2015,"['Casual', 'Simulation']"
2015,"['Action', 'Indie']"
2015,"['Casual', 'Free to Play', 'Indie', 'Strategy', 'Early Access']"
2006,['Adventure']
2015,"['Adventure', 'Indie', 'RPG', 'Strategy']"
2015,"['Free to Play', 'Strategy']"
2015,"['RPG', 'Strategy']"
2008,['Adventure']
2015,"['RPG', 'Strategy']"
2015,"['RPG', 'Strategy']"
2015,"['RPG', 'Strategy']"
2015,"['Indie', 'RPG', 'Strategy']"
2015,['Indie']
2015,"['Indie', 'RPG']"
2015,"['Casual', 'Indie', 'Simulation']"
2015,"['Simulation', 'Sports', 'Strategy']"
2015,"['Indie', 'RPG', 'Strategy']"
2015,"['Action', 'Indie']"
2015,"['Action', 'Adventure', 'Indie', 'Early Access']"
2015,"['Adventure', 'Early Access']"
2009,['Strategy']
2015,"['Action', 'Adventure', 'Casual', 'Indie']"
2015,"['Indie', 'RPG']"
2015,"['Adventure', 'Indie', 'Early Access']"
2014,"['Indie', 'Simulation']"
2015,"['Free to Play', 'Massively Multiplayer']"
2015,"['Free to Play', 'Massively Multiplayer']"
2015,"['Free to Play', 'Massively Multiplayer']"
2015,['Strategy']
2015,"['Adventure', 'Indie']"
2015,"['Action', 'Indie', 'RPG']"
2015,"['Adventure', 'Indie']"
2015,"['Adventure', 'Indie']"
2015,"['Free to Play', 'Massively Multiplayer', 'Simulation', 'Sports']"
2015,"['Casual', 'Indie']"
2015,"['Action', 'Adventure', 'RPG']"
2015,['Software Training']
2015,"['Action', 'Adventure', 'Indie', 'Strategy']"
2015,"['Action', 'Adventure', 'Indie', 'Strategy']"
2015,"['Action', 'Indie', 'Racing', 'Simulation', 'Sports', 'Early Access']"
2015,['Action']
2015,"['Adventure', 'Indie']"
2015,['Action']
2015,['Indie']
