price,release_year,early_access,genres
1.99,2013,False,"['Action', 'Adventure']"
4.99,2013,False,"['Adventure', 'Indie']"
1.99,2013,False,"['Action', 'Adventure']"
0.99,2013,False,"['Action', 'Adventure']"
4.99,2013,False,['Action']
19.99,2013,False,"['Animation &amp; Modeling', 'Design &amp; Illustration', 'Education', 'Software Training', 'Utilities']"
0.99,2013,False,"['Action', 'Adventure']"
4.99,2013,False,"['Action', 'Indie']"
0.99,2013,False,['Indie']
4.99,2001,False,"['Action', 'Strategy']"
11.99,2013,False,"['Adventure', 'Casual', 'Indie']"
19.99,2013,False,['Simulation']
19.99,2013,False,['Simulation']
9.99,2013,False,"['Action', 'Indie']"
4.99,2013,False,"['Adventure', 'Indie']"
6.99,1997,False,['Adventure']
9.99,2013,False,"['Simulation', 'Strategy']"
1.99,2013,False,"['Action', 'Adventure']"
4.99,2013,False,"['Indie', 'Strategy']"
9.99,2012,False,['Simulation']
6.99,2013,False,"['Adventure', 'Indie']"
4.99,2004,False,['Adventure']
4.99,2002,False,['Adventure']
6.99,2013,False,['Casual']
6.99,2013,False,"['Action', 'Adventure']"
24.99,2013,True,"['Indie', 'Simulation', 'Strategy', 'Early Access']"
11.99,2013,False,"['Casual', 'Simulation']"
2.99,2013,False,"['Casual', 'Simulation']"
2.99,2013,False,"['Casual', 'Simulation']"
2.99,2013,False,"['Casual', 'Simulation']"
2.99,2013,False,"['Casual', 'Simulation']"
2.99,2013,False,"['Casual', 'Simulation']"
2.99,2013,False,"['Casual', 'Simulation']"
2.99,2013,False,"['Casual', 'Simulation']"
6.99,2013,False,['Simulation']
29.99,2013,False,['Design &amp; Illustration']
24.99,2014,False,['Adventure']
14.99,2013,False,"['Action', 'Adventure', 'Indie']"
9.99,2012,False,"['Adventure', 'Indie']"
1.99,2013,False,"['Action', 'Indie']"
4.99,2013,False,"['Casual', 'Indie']"
34.99,2013,False,"['Indie', 'Strategy']"
0.0,2013,False,"['Action', 'Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG']"
99.99,2013,False,"['Animation &amp; Modeling', 'Education', 'Utilities', 'Web Publishing']"
9.99,2013,False,"['Action', 'Indie']"
6.99,2013,False,"['Action', 'Adventure', 'Indie', 'RPG']"
5.99,2013,False,"['Action', 'RPG']"
9.99,2013,False,"['Action', 'Indie', 'Sports']"
5.99,2014,False,['Indie']
7.99,2013,False,"['Casual', 'Simulation']"
2.99,2013,False,"['Casual', 'Simulation']"
0.0,2013,False,"['Adventure', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG', 'Strategy']"
2.99,2013,False,"['Casual', 'Simulation']"
1.99,2013,False,"['Indie', 'Simulation']"
2.99,2013,False,"['Action', 'Adventure']"
4.99,2013,False,['Action']
4.99,2013,False,"['Action', 'Indie', 'Strategy']"
7.99,2005,False,"['Action', 'Adventure', 'RPG']"
9.99,2013,False,"['Action', 'Indie', 'Strategy']"
9.99,2013,False,['Strategy']
6.99,2012,False,"['Adventure', 'Indie', 'RPG']"
6.99,2013,False,['Action']
14.99,2006,False,"['Action', 'Adventure']"
39.99,2013,False,"['Free to Play', 'Simulation']"
29.99,2013,False,"['Free to Play', 'Simulation']"
0.99,2014,False,"['Casual', 'Indie']"
4.99,2013,False,"['Action', 'RPG']"
39.99,2013,False,['Animation &amp; Modeling']
9.99,2013,False,['Simulation']
9.99,2013,False,['Simulation']
6.99,2013,False,"['Action', 'Adventure', 'Indie']"
49.99,2013,False,"['Free to Play', 'Massively Multiplayer', 'RPG']"
0.99,2013,False,"['Action', 'Indie']"
0.99,2014,False,"['Casual', 'Indie']"
0.99,2014,False,"['Casual', 'Indie']"
0.99,2014,False,"['Casual', 'Indie']"
0.99,2014,False,"['Casual', 'Indie']"
0.99,2014,False,"['Casual', 'Indie']"
0.99,2014,False,"['Casual', 'Indie']"
0.99,2014,False,"['Casual', 'Indie']"
11.99,2014,False,"['Casual', 'Simulation']"
2.99,2014,False,['Strategy']
4.99,2005,False,['Action']
9.99,2014,False,"['Action', 'Adventure', 'Indie', 'RPG']"
9.99,2014,False,"['Action', 'Indie', 'Sports']"
4.99,2014,False,"['Indie', 'Strategy']"
3.99,2014,False,"['Action', 'Indie', 'Strategy']"
9.99,2012,False,"['Adventure', 'Indie', 'Strategy']"
2.99,2014,False,"['Action', 'Adventure']"
19.99,2014,False,"['Action', 'Adventure']"
39.99,2014,False,['Simulation']
1.99,2014,False,"['Action', 'Adventure']"
6.99,2014,False,"['Indie', 'RPG']"
9.99,2006,False,['Action']
9.99,2003,False,['Action']
19.99,2014,False,"['RPG', 'Strategy']"
4.99,2014,False,"['Action', 'Indie']"
0.0,2014,False,"['Action', 'Adventure', 'Free to Play', 'Indie']"
4.99,2014,False,"['RPG', 'Strategy']"
6.99,2013,False,"['Action', 'Casual', 'Indie', 'Simulation']"
9.99,2014,False,"['Action', 'Indie', 'Strategy']"
3.99,2014,False,"['Action', 'Indie']"
4.99,2013,False,"['Adventure', 'Indie', 'RPG']"
9.99,2014,False,"['Action', 'Indie']"
5.99,2014,False,"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG']"
6.99,2014,False,"['Adventure', 'Casual', 'Indie']"
14.99,2014,False,"['Action', 'Indie', 'RPG']"
15.99,2014,False,"['Indie', 'Massively Multiplayer', 'Strategy']"
6.99,2014,False,"['Indie', 'RPG']"
9.99,2013,False,"['Casual', 'Indie', 'Strategy']"
19.99,2014,False,['Simulation']
4.99,2014,False,"['RPG', 'Strategy']"
9.99,2001,False,['Strategy']
7.99,2014,False,"['Indie', 'Strategy']"
14.99,2014,False,"['Action', 'Adventure', 'Indie']"
24.99,2014,False,"['Design &amp; Illustration', 'Web Publishing']"
6.99,2014,False,"['Action', 'Indie']"
2.99,2014,False,"['Casual', 'Simulation']"
0.99,2014,False,"['Action', 'Casual', 'Indie']"
4.99,2014,False,"['Casual', 'Indie', 'RPG', 'Strategy']"
6.99,2010,False,"['Indie', 'Strategy']"
2.99,2014,False,"['Casual', 'Simulation']"
9.99,2013,False,"['Action', 'Indie']"
2.99,2014,False,"['Casual', 'Simulation']"
2.99,2014,False,"['Casual', 'Simulation']"
2.99,2014,False,"['Casual', 'Simulation']"
2.99,2014,False,"['Casual', 'Simulation']"
2.99,2014,False,"['Casual', 'Simulation']"
11.99,2014,False,"['Casual', 'Simulation']"
14.99,2014,False,"['Adventure', 'RPG', 'Strategy']"
14.99,2014,False,"['Education', 'Software Training']"
9.99,2014,False,['Action']
4.99,2014,False,['Casual']
9.99,2014,False,"['RPG', 'Strategy']"
14.99,2014,False,"['Adventure', 'Indie']"
39.99,2014,False,['Simulation']
1.99,2014,False,"['RPG', 'Simulation', 'Strategy']"
1.99,2014,False,"['RPG', 'Simulation', 'Strategy']"
9.99,2014,False,"['Action', 'Adventure', 'Casual', 'Racing']"
9.99,2014,False,"['Adventure', 'Indie', 'RPG']"
6.99,2014,False,"['Adventure', 'Casual', 'Indie']"
7.99,2014,False,['Action']
4.99,2014,False,"['Adventure', 'Casual', 'Indie']"
3.99,2014,False,"['Adventure', 'Casual', 'Indie']"
2.99,2014,False,"['Casual', 'Simulation']"
2.99,2014,False,"['Casual', 'Simulation']"
2.99,2014,False,"['Casual', 'Simulation']"
2.99,2014,False,"['Casual', 'Simulation']"
2.99,2014,False,"['Casual', 'Simulation']"
2.99,2014,False,"['Casual', 'Simulation']"
19.99,2014,False,"['Indie', 'Simulation', 'Strategy']"
9.99,2014,False,"['Action', 'Indie']"
2.99,2014,False,"['Casual', 'Simulation']"
11.99,2014,False,"['Casual', 'Simulation']"
2.99,2014,False,"['Casual', 'Simulation']"
6.99,2014,False,"['Casual', 'Strategy']"
6.99,2014,False,"['Casual', 'Strategy']"
2.99,2014,False,"['Casual', 'Indie', 'Strategy']"
2.99,2014,False,"['Casual', 'Indie', 'Strategy']"
9.99,2012,False,"['Indie', 'Simulation']"
2.99,2014,False,"['Casual', 'Animation &amp; Modeling', 'Audio Production', 'Utilities']"
14.99,2014,False,['Action']
9.99,2013,False,"['Indie', 'RPG']"
1.99,2014,False,"['Simulation', 'Strategy']"
2.99,2014,False,"['Casual', 'Simulation']"
2.99,2014,False,"['Casual', 'Simulation']"
2.99,2014,False,"['Casual', 'Simulation']"
7.99,2014,False,"['Casual', 'Simulation']"
11.99,2014,False,"['Adventure', 'RPG']"
6.99,2014,False,"['Action', 'Adventure']"
14.99,2014,False,"['Action', 'Adventure']"
39.99,2014,False,"['Action', 'Adventure']"
1.99,2014,False,"['Indie', 'RPG', 'Strategy']"
7.99,2014,False,"['Indie', 'RPG', 'Strategy']"
9.99,2014,False,"['Action', 'Indie', 'RPG']"
4.99,2014,False,['Action']
9.99,2014,False,['Simulation']
12.99,2014,False,"['Simulation', 'Strategy']"
3.99,2014,False,"['Indie', 'RPG', 'Strategy']"
0.99,2014,False,"['Adventure', 'Indie']"
2.99,2014,False,"['Casual', 'Simulation']"
2.99,2014,False,"['Casual', 'Simulation']"
1.99,2014,False,"['Adventure', 'Indie']"
6.99,2014,False,"['Casual', 'Indie', 'Simulation', 'Strategy']"
9.99,2014,False,"['Adventure', 'Indie']"
14.99,2014,False,"['Action', 'Indie']"
2.99,2014,False,"['Casual', 'Simulation']"
4.99,2014,False,"['Action', 'Indie', 'RPG']"
9.99,2014,False,"['Action', 'Casual', 'Indie']"
4.99,2014,False,"['Indie', 'Strategy']"
34.99,2014,False,"['Action', 'Free to Play', 'Massively Multiplayer', 'RPG']"
19.99,2014,False,"['Animation &amp; Modeling', 'Web Publishing']"
24.99,2014,False,"['Animation &amp; Modeling', 'Web Publishing']"
34.99,2014,False,"['Action', 'Free to Play', 'Massively Multiplayer', 'RPG']"
24.99,2014,False,"['Animation &amp; Modeling', 'Web Publishing']"
9.99,2014,False,"['Audio Production', 'Utilities']"
4.99,2014,False,"['Casual', 'Indie', 'Strategy']"
2.99,2014,False,"['Casual', 'Indie']"
9.99,2014,False,"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']"
9.99,2014,False,"['Action', 'Adventure', 'RPG']"
9.99,2014,False,"['Action', 'Indie', 'Simulation']"
4.99,2014,False,"['Action', 'Adventure', 'Indie']"
4.99,2014,False,"['Action', 'Indie']"
2.99,2014,False,"['Casual', 'Simulation']"
14.99,2014,False,['Action']
2.99,2014,False,"['Casual', 'Simulation']"
2.99,2014,False,"['Casual', 'Simulation']"
19.99,2014,False,['Simulation']
19.99,2014,False,"['Action', 'Indie']"
9.99,2014,False,"['Indie', 'Simulation', 'Strategy']"
4.99,2014,False,"['Indie', 'Simulation', 'Strategy']"
4.99,2014,False,"['Indie', 'Simulation', 'Strategy']"
4.99,2014,False,"['Indie', 'Simulation', 'Strategy']"
4.99,2014,False,"['Indie', 'Simulation', 'Strategy']"
4.99,2014,False,"['Indie', 'Simulation', 'Strategy']"
4.99,2014,False,"['Indie', 'Simulation', 'Strategy']"
4.99,2014,False,"['Indie', 'Simulation', 'Strategy']"
4.99,2014,False,"['Indie', 'Simulation', 'Strategy']"
4.99,2014,False,"['Indie', 'Simulation', 'Strategy']"
4.99,2014,False,"['Indie', 'Simulation', 'Strategy']"
2.99,2014,False,"['Adventure', 'Free to Play', 'Indie', 'RPG']"
9.99,2014,False,['Casual']
5.99,2008,False,['Adventure']
9.99,2014,False,"['Casual', 'Simulation']"
0.99,2014,False,"['Action', 'Adventure']"
0.99,2014,False,"['Action', 'Adventure']"
0.99,2014,False,"['Action', 'Adventure']"
2.99,2014,False,"['Casual', 'Simulation']"
9.99,2014,False,"['Casual', 'Simulation', 'Strategy']"
2.99,2014,False,"['Casual', 'Simulation']"
2.99,2014,False,"['Casual', 'Simulation']"
2.99,2014,False,"['Casual', 'Simulation']"
19.99,2014,False,"['Action', 'Adventure', 'Indie', 'RPG']"
4.99,2014,False,"['Adventure', 'Indie', 'RPG']"
11.99,2014,False,"['Casual', 'Simulation']"
1.99,2014,True,"['Action', 'Racing', 'Early Access']"
2.99,2014,False,"['Casual', 'Simulation']"
19.99,2014,False,['Simulation']
14.99,2014,False,['Strategy']
9.99,2014,False,"['Adventure', 'Casual', 'Indie']"
1.99,2014,False,"['Action', 'Indie']"
0.0,2014,True,"['Casual', 'Indie', 'Strategy', 'Early Access']"
9.99,2011,False,['Adventure']
9.99,2014,False,['Simulation']
9.99,2012,False,"['Adventure', 'Casual']"
9.99,2004,False,['Action']
4.99,2007,False,['Strategy']
2.99,2010,False,['RPG']
3.99,2004,False,['Strategy']
2.99,2009,False,"['Action', 'Adventure', 'Simulation']"
3.99,2006,False,['Action']
1.99,2014,False,['Action']
3.99,2014,False,['Action']
1.99,2014,False,['Action']
4.99,2014,False,"['Adventure', 'Indie']"
1.99,2014,False,"['Indie', 'Simulation']"
9.99,2009,False,"['RPG', 'Strategy']"
4.99,2013,False,"['Adventure', 'Indie']"
9.99,2014,False,"['Action', 'Indie', 'RPG']"
5.99,1996,False,['Adventure']
0.99,2014,False,"['Education', 'Software Training']"
2.99,2014,False,['Action']
14.99,2013,False,"['Adventure', 'Casual', 'Indie', 'RPG']"
99.99,2014,False,"['Animation &amp; Modeling', 'Design &amp; Illustration']"
0.0,2014,False,"['Casual', 'Simulation', 'Strategy']"
9.99,2014,False,"['Adventure', 'Casual']"
4.99,2014,False,"['Adventure', 'Casual', 'Indie']"
24.99,2014,False,['Simulation']
9.99,2014,False,"['Adventure', 'Indie', 'RPG']"
2.99,2014,False,"['Casual', 'Simulation']"
29.96,2014,False,"['Audio Production', 'Utilities', 'Video Production']"
2.99,2014,False,"['Casual', 'Simulation']"
2.99,2014,False,"['Casual', 'Simulation']"
9.99,2014,False,"['Indie', 'RPG', 'Simulation', 'Strategy']"
1.99,2014,False,"['Action', 'Indie']"
2.99,2014,False,"['Casual', 'Indie', 'Strategy']"
9.99,2014,False,['Design &amp; Illustration']
4.99,2009,False,['Simulation']
4.99,2009,False,['Simulation']
4.99,2009,False,['Simulation']
4.99,2009,False,['Simulation']
4.99,2009,False,['Simulation']
4.99,2009,False,['Simulation']
4.99,2009,False,['Simulation']
4.99,2014,False,['Simulation']
4.99,2009,False,['Simulation']
4.99,2009,False,['Simulation']
4.99,2009,False,['Simulation']
4.99,2009,False,['Simulation']
4.99,2009,False,['Simulation']
9.99,2014,False,"['Action', 'Adventure', 'Indie']"
4.99,1996,False,"['Adventure', 'Casual']"
4.99,1996,False,"['Adventure', 'Casual']"
6.99,1992,False,"['Adventure', 'Casual']"
4.99,2014,False,"['Action', 'Adventure', 'Indie']"
9.99,2014,False,"['Action', 'Indie']"
6.99,2014,False,"['Casual', 'Indie', 'Simulation']"
6.99,1996,False,"['Adventure', 'Casual']"
4.99,2014,False,['Adventure']
6.99,1994,False,"['Adventure', 'Casual']"
8.99,2014,False,"['Action', 'Casual', 'Indie']"
19.99,2014,False,"['Adventure', 'RPG', 'Strategy']"
0.0,2014,False,"['Free to Play', 'Indie', 'Massively Multiplayer', 'RPG']"
4.99,2014,False,"['Casual', 'Indie']"
1.99,2014,False,"['Action', 'Strategy']"
4.99,2014,False,"['Adventure', 'Casual']"
1.99,2012,False,"['Action', 'Casual', 'Indie']"
4.99,2014,False,"['Casual', 'Strategy']"
3.99,2003,False,['Strategy']
2.99,2004,False,['RPG']
2.99,2006,False,"['Action', 'RPG']"
2.99,2003,False,"['Casual', 'Racing']"
2.99,2007,False,"['RPG', 'Strategy']"
9.99,1994,False,"['Action', 'RPG', 'Strategy']"
9.99,2011,False,['Strategy']
9.99,2010,False,['Strategy']
9.99,2013,False,['Strategy']
9.99,2013,False,['Strategy']
9.99,2012,False,['Strategy']
9.99,2013,False,['Strategy']
4.99,2014,False,"['Adventure', 'Indie']"
2.99,2010,False,['Casual']
9.99,2002,False,['Strategy']
2.99,2014,False,"['Action', 'Casual', 'Indie']"
5.99,2014,False,"['Action', 'Adventure', 'Indie']"
19.99,2014,False,"['Indie', 'Simulation', 'Strategy']"
4.99,2014,False,"['Adventure', 'Casual']"
4.99,2004,False,['Racing']
6.99,1998,False,"['Action', 'Adventure', 'Indie', 'Racing']"
9.99,1996,False,['Action']
9.99,2005,False,['Racing']
9.99,2013,False,"['Adventure', 'Casual']"
4.99,2014,False,['Action']
3.99,2006,False,"['Simulation', 'Strategy']"
2.99,2014,False,['RPG']
4.99,2007,False,"['RPG', 'Simulation', 'Strategy']"
2.99,2000,False,"['Adventure', 'Casual']"
4.99,2014,False,['Adventure']
7.99,2014,False,"['Action', 'Indie']"
1.99,2014,False,['Action']
9.99,2014,False,['Simulation']
79.99,2014,False,['Utilities']
6.99,2014,False,"['Adventure', 'Indie']"
9.99,2014,False,['Action']
9.99,2014,True,"['Action', 'Indie', 'Early Access']"
19.99,2014,False,['Simulation']
7.99,2014,False,"['Action', 'Adventure', 'Indie']"
2.99,2014,False,"['Indie', 'Racing', 'Sports']"
14.99,2014,False,"['Adventure', 'Casual', 'Indie']"
3.99,2014,False,"['Action', 'Indie']"
0.0,2012,False,"['Action', 'Indie']"
8.99,2014,False,"['Action', 'Adventure', 'Indie']"
2.99,2014,False,"['Casual', 'Simulation']"
24.99,2014,False,['Design &amp; Illustration']
2.99,2014,False,"['Casual', 'Simulation']"
2.99,2014,False,"['Casual', 'Simulation']"
7.99,2014,False,"['Casual', 'Simulation']"
9.99,2003,False,['Strategy']
19.99,2014,False,"['Adventure', 'Indie']"
4.99,2014,False,['Indie']
9.99,2014,False,['Action']
19.99,2013,False,['Strategy']
4.99,2014,False,"['Action', 'Indie']"
4.99,2014,False,"['Indie', 'Simulation', 'Strategy']"
8.99,2014,False,['RPG']
0.0,2014,False,"['Action', 'Free to Play', 'Indie']"
4.99,2014,False,['RPG']
14.99,2014,False,"['Adventure', 'Indie', 'RPG']"
39.99,2014,False,"['Indie', 'RPG', 'Strategy']"
4.99,2014,False,"['Adventure', 'Indie']"
5.99,2014,False,"['Adventure', 'Indie']"
19.99,2014,False,"['Action', 'Adventure', 'Indie']"
9.99,2014,False,"['Casual', 'Indie', 'Simulation', 'Strategy']"
24.99,2014,False,['RPG']
4.99,2014,False,"['Action', 'Racing', 'Sports']"
4.99,2010,False,"['Casual', 'RPG']"
24.99,2014,False,['Simulation']
5.99,2014,False,"['Indie', 'RPG']"
2.99,2014,False,"['Casual', 'Simulation']"
2.99,2014,False,"['Casual', 'Simulation']"
7.99,2014,False,"['Casual', 'Simulation']"
19.99,2014,False,['Simulation']
2.99,2014,False,"['Casual', 'Simulation']"
4.99,2014,False,"['Action', 'Indie', 'Strategy']"
14.99,2014,False,"['Indie', 'RPG', 'Simulation', 'Strategy']"
14.99,2014,False,"['Adventure', 'Indie']"
9.99,2013,False,"['Adventure', 'Casual']"
4.99,2009,False,['Casual']
5.99,2014,False,"['Adventure', 'Indie']"
14.99,2014,False,"['Action', 'Adventure', 'Casual', 'Indie']"
4.99,2008,False,"['Adventure', 'Indie']"
6.99,2014,False,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']"
9.99,2014,False,"['Adventure', 'Casual', 'Indie']"
9.99,2014,False,"['Action', 'Adventure', 'Indie']"
29.99,2014,False,"['Action', 'Simulation', 'Strategy']"
4.99,2014,False,['Adventure']
4.99,2010,False,['Adventure']
4.99,1994,False,['Casual']
6.99,1997,False,"['Adventure', 'Casual']"
14.99,2014,False,['Strategy']
4.99,2014,False,"['Adventure', 'RPG', 'Strategy']"
4.99,2014,False,['Action']
6.99,2001,False,"['Adventure', 'Casual']"
6.99,2000,False,"['Adventure', 'Casual']"
6.99,1998,False,"['Adventure', 'Casual']"
2.99,2014,False,"['Action', 'Casual', 'Indie']"
4.99,2014,False,['Casual']
6.99,2013,False,"['Adventure', 'Casual', 'Indie']"
9.99,2014,False,"['Action', 'Adventure', 'Casual', 'Indie']"
6.99,2014,False,"['Action', 'Simulation', 'Strategy']"
4.99,2014,False,"['Action', 'Casual', 'Indie', 'Racing', 'Simulation']"
14.99,2010,False,"['Casual', 'Indie', 'Simulation']"
4.99,2014,False,"['Adventure', 'Casual', 'Indie', 'RPG']"
1.99,2014,False,"['Casual', 'Indie']"
9.99,2014,False,"['Action', 'Indie', 'RPG']"
2.99,2014,False,"['Action', 'Indie']"
0.0,2006,False,"['Action', 'Free to Play', 'Indie', 'Strategy']"
5.99,2014,False,"['Casual', 'RPG']"
14.99,2014,False,"['Adventure', 'Indie', 'RPG']"
0.0,2014,False,"['Free to Play', 'Indie', 'Strategy']"
19.99,2014,False,"['Free to Play', 'Indie', 'Strategy']"
59.99,2014,False,"['Free to Play', 'Indie', 'Strategy']"
14.99,2014,False,"['Free to Play', 'Indie', 'Strategy']"
1.99,2014,False,"['Adventure', 'Casual', 'Indie']"
9.99,2014,False,"['Action', 'Adventure', 'Indie']"
6.99,2014,False,"['Simulation', 'Strategy']"
1.99,2014,False,"['RPG', 'Simulation', 'Strategy']"
14.99,2014,False,"['Free to Play', 'Indie', 'Strategy']"
1.99,2014,False,"['RPG', 'Simulation', 'Strategy']"
4.99,2014,False,"['Indie', 'Strategy']"
1.99,2014,False,"['Indie', 'Simulation']"
2.99,2013,False,['Casual']
3.99,2006,False,['Strategy']
4.99,2014,False,"['Adventure', 'Casual', 'Indie']"
2.99,2007,False,"['Action', 'RPG', 'Simulation']"
19.99,2014,False,['Action']
19.99,2014,False,"['RPG', 'Simulation', 'Strategy']"
3.99,2014,False,"['Casual', 'Indie']"
2.99,2013,False,['Casual']
12.99,2014,False,"['Indie', 'RPG']"
24.99,2014,False,"['Indie', 'RPG']"
7.99,2014,False,"['Action', 'Casual', 'Indie']"
2.99,2013,False,['Casual']
109.99,2014,False,"['Indie', 'RPG']"
5.99,2013,False,"['Casual', 'Indie', 'Simulation', 'Strategy']"
19.99,2014,False,"['Indie', 'RPG']"
7.99,2014,False,['Adventure']
1.99,2014,False,['Strategy']
1.99,2014,False,"['Simulation', 'Strategy']"
9.99,2014,False,"['Simulation', 'Strategy']"
1.99,2014,False,"['Simulation', 'Strategy']"
19.99,2014,False,"['Action', 'Simulation', 'Strategy']"
9.99,2014,False,"['Design &amp; Illustration', 'Web Publishing']"
1.99,2014,False,"['Action', 'Racing', 'Simulation', 'Strategy']"
9.99,2014,False,"['Action', 'Indie', 'Strategy']"
4.99,2012,False,['Indie']
7.99,2014,False,"['Adventure', 'Casual', 'Indie']"
1.99,2014,False,"['Indie', 'Simulation']"
3.99,2014,False,"['Casual', 'Indie', 'Strategy']"
6.99,2014,False,['Racing']
6.99,2000,False,"['Adventure', 'Casual']"
19.99,2011,False,"['Casual', 'Indie', 'RPG', 'Simulation']"
4.99,2014,False,"['Adventure', 'RPG', 'Strategy']"
9.99,2014,False,"['Action', 'Adventure', 'Casual', 'Free to Play', 'RPG']"
39.99,2014,False,"['Action', 'Adventure', 'Casual', 'Free to Play', 'RPG']"
2.99,2014,False,"['Indie', 'Strategy']"
16.99,2014,True,"['Indie', 'Simulation', 'Strategy', 'Early Access']"
14.99,2014,True,"['Action', 'Adventure', 'Indie', 'Simulation', 'Early Access']"
3.99,2003,False,"['RPG', 'Strategy']"
6.99,2014,False,"['Action', 'RPG', 'Simulation']"
9.99,2014,False,"['Action', 'Adventure', 'Indie']"
4.99,2014,False,"['Casual', 'Sports']"
9.99,2014,False,"['Action', 'Indie']"
14.99,2014,False,"['Indie', 'Strategy']"
1.99,2014,False,"['Adventure', 'RPG']"
9.99,2014,False,"['Action', 'Indie']"
3.99,2014,False,"['Indie', 'Strategy']"
9.99,2013,False,"['Adventure', 'Casual']"
3.99,2013,False,"['Casual', 'Strategy']"
6.99,2013,False,['Casual']
5.99,2014,False,"['Adventure', 'Indie']"
2.99,2014,False,"['Action', 'Casual', 'Indie']"
4.99,2014,False,"['Action', 'Indie', 'Massively Multiplayer', 'RPG', 'Simulation']"
9.99,2014,False,"['Action', 'Indie', 'Simulation', 'Strategy']"
9.99,2014,False,"['Action', 'Casual', 'Indie']"
9.99,2014,False,"['Adventure', 'Indie', 'Simulation']"
19.99,2014,False,"['Action', 'Adventure', 'Indie']"
4.99,2014,False,"['Action', 'Indie']"
39.99,2014,False,['Simulation']
0.99,2014,False,"['Action', 'Casual', 'Indie']"
13.99,2014,False,['Simulation']
13.99,2014,False,['Simulation']
9.99,2014,False,"['Action', 'Adventure', 'Indie', 'RPG']"
6.99,2014,False,"['Adventure', 'Indie']"
9.99,2013,False,['Casual']
2.99,2014,False,"['Casual', 'Simulation']"
2.99,2014,False,"['Casual', 'Simulation']"
4.99,2014,False,"['Adventure', 'Casual', 'Indie']"
2.99,2014,False,"['Casual', 'Simulation']"
8.99,2014,False,"['Adventure', 'Indie']"
0.99,2012,False,"['Adventure', 'Indie']"
29.99,2014,False,['Action']
2.99,2013,False,"['Casual', 'Indie', 'Simulation', 'Strategy']"
12.99,2014,False,"['Casual', 'Indie', 'Simulation']"
4.99,2014,False,['Indie']
9.99,2014,False,['RPG']
9.99,2014,False,"['Action', 'Indie', 'RPG']"
14.99,2014,True,"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy', 'Early Access']"
24.99,2014,False,"['Indie', 'Simulation', 'Strategy']"
19.99,2011,False,['RPG']
8.99,2014,True,"['Action', 'Indie', 'Early Access']"
1.99,2014,False,"['Action', 'Casual', 'Indie', 'Sports']"
9.99,2014,True,"['Action', 'Indie', 'Early Access']"
9.99,2003,False,['Adventure']
14.99,2014,False,"['Action', 'Strategy']"
4.99,2014,False,"['Simulation', 'Strategy']"
2.99,2014,False,"['Casual', 'Simulation']"
2.99,2014,False,"['Casual', 'Simulation']"
2.99,2014,False,"['Casual', 'Simulation']"
2.99,2014,False,"['Casual', 'Simulation']"
6.99,2013,False,"['Indie', 'RPG']"
7.99,2014,False,"['Indie', 'RPG']"
4.99,2014,False,"['Action', 'Adventure', 'Simulation']"
7.99,2014,False,['Strategy']
4.99,2009,False,['Simulation']
9.99,2014,False,['Simulation']
1.99,2014,False,['Action']
1.99,2014,False,['Action']
1.99,2014,False,['Action']
1.99,2014,False,['Action']
1.99,2014,False,['Action']
1.99,2014,False,['Action']
1.99,2014,False,['Action']
1.99,2014,False,['Action']
59.99,2014,False,"['Free to Play', 'Massively Multiplayer', 'RPG']"
99.99,2014,False,"['Free to Play', 'Massively Multiplayer', 'RPG']"
39.99,2014,False,"['Free to Play', 'Massively Multiplayer', 'RPG']"
149.99,2014,False,"['Free to Play', 'Massively Multiplayer', 'RPG']"
19.99,2014,False,"['Racing', 'Simulation', 'Sports']"
2.99,2014,False,"['Racing', 'Simulation', 'Sports']"
19.99,2014,False,['Strategy']
4.99,2014,False,"['Action', 'Indie', 'Strategy']"
12.99,2014,False,['Strategy']
12.99,2014,False,['Strategy']
5.99,2014,False,"['Racing', 'Sports']"
2.99,2014,False,"['Casual', 'Simulation']"
2.99,2014,False,"['Casual', 'Simulation']"
2.99,2014,False,"['Casual', 'Simulation']"
7.99,2014,False,"['Casual', 'Simulation']"
4.99,2014,False,"['Racing', 'Sports']"
3.99,2014,False,"['Action', 'Adventure']"
3.99,2014,False,"['Action', 'Adventure']"
8.99,2014,False,"['Action', 'Adventure']"
39.99,2014,False,"['Adventure', 'Indie', 'RPG', 'Strategy']"
2.99,2014,False,"['Adventure', 'Casual', 'Indie']"
0.99,2014,False,"['Indie', 'Simulation']"
0.99,2014,False,"['Indie', 'Simulation']"
0.0,2014,False,"['Action', 'Free to Play', 'Massively Multiplayer']"
2.99,2014,False,['Indie']
1.99,2014,False,"['Indie', 'RPG', 'Strategy']"
1.99,2014,False,"['Action', 'Indie']"
4.99,2009,False,['Simulation']
7.99,2014,False,"['Adventure', 'Indie']"
5.99,2014,False,"['Indie', 'RPG']"
5.99,2014,False,"['Indie', 'RPG']"
7.99,2014,False,"['Casual', 'Indie', 'Simulation']"
9.99,2014,False,"['Action', 'Adventure', 'Indie']"
